Date,Open,High,Low,Close,Volume
3/27/84,156.67,157.3,156.61,157.3,40927778
3/28/84,157.3,159.9,157.3,159.88,58261111
3/29/84,159.88,160.46,159.52,159.52,45261111
3/30/84,159.52,159.52,158.92,159.18,39772222
4/2/84,159.18,159.87,157.63,157.98,47600000
4/3/84,157.99,158.27,157.17,157.66,48877778
4/4/84,157.66,158.11,157.29,157.54,51588889
4/5/84,157.54,158.1,154.96,155.04,56527778
4/6/84,155.04,155.48,154.12,155.48,48122222
4/9/84,155.48,155.86,154.71,155.45,39761111
4/10/84,155.45,156.57,155.45,155.87,43883333
4/11/84,155.93,156.31,154.9,155,44600000
4/12/84,155,157.74,154.17,157.73,53516667
4/13/84,157.73,158.87,157.13,157.31,55344444
4/16/84,157.31,158.35,156.49,158.32,41038889
4/17/84,158.32,159.59,158.32,158.97,54527778
4/18/84,158.97,158.97,157.64,157.9,47244444
4/19/84,157.9,158.02,157.1,158.02,42144444
4/23/84,158.02,158.05,156.79,156.8,40600000
4/24/84,156.8,158.38,156.61,158.07,48366667
4/25/84,158.07,158.77,157.8,158.65,46400000
4/26/84,158.65,160.5,158.65,160.3,54444444
4/27/84,160.3,160.69,159.77,159.89,49183333
4/30/84,159.89,160.43,159.3,160.05,40411111
5/1/84,160.05,161.69,160.05,161.68,61416667
5/2/84,161.68,162.11,161.41,161.9,59488889
5/3/84,161.9,161.9,160.95,161.2,51061111
5/4/84,161.2,161.2,158.93,159.11,54766667
5/7/84,159.11,159.48,158.63,159.47,40422222
5/8/84,159.47,160.52,159.14,160.52,45338889
5/9/84,160.52,161.31,159.39,160.11,55883333
5/10/84,160.11,160.45,159.61,160,56561111
5/11/84,160,160,157.42,158.49,45988889
5/14/84,158.49,158.49,157.2,157.5,36055556
5/15/84,157.5,158.27,157.29,158,49027778
5/16/84,158,158.41,157.83,157.99,49561111
5/17/84,157.99,157.99,156.15,156.57,50172222
5/18/84,156.57,156.77,155.24,155.78,45150000
5/21/84,155.78,156.11,154.63,154.73,40766667
5/22/84,154.73,154.73,152.99,153.88,48905556
5/23/84,153.88,154.02,153.1,153.15,45938889
5/24/84,153.15,153.15,150.8,151.23,55022222
5/25/84,151.23,152.02,150.85,151.62,43438889
5/29/84,151.62,151.86,149.95,150.29,38366667
5/30/84,150.29,151.43,148.68,150.35,58700000
5/31/84,150.35,150.69,149.76,150.55,45494444
6/1/84,150.55,153.24,150.55,153.24,53355556
6/4/84,153.24,155.1,153.24,154.34,53744444
6/5/84,154.34,154.34,153.28,153.65,47133333
6/6/84,153.65,155.03,153.38,155.01,46355556
6/7/84,155.01,155.11,154.36,154.92,45622222
6/8/84,154.92,155.4,154.57,155.17,37688889
6/11/84,155.17,155.17,153,153.06,38361111
6/12/84,153.06,153.07,151.61,152.19,47033333
6/13/84,152.19,152.85,151.86,152.13,37505556
6/14/84,152.12,152.14,150.31,150.39,43955556
6/15/84,150.49,150.71,149.02,149.03,47477778
6/18/84,149.03,151.92,148.53,151.73,52722222
6/19/84,151.73,153,151.73,152.61,54444444
6/20/84,151.89,154.84,150.96,154.84,55050000
6/21/84,154.84,155.64,154.05,154.51,68544444
6/22/84,154.51,154.92,153.89,154.46,54666667
6/25/84,154.46,154.67,153.86,153.97,40472222
6/26/84,153.97,153.97,152.47,152.71,45888889
6/27/84,152.71,152.88,151.3,151.64,43555556
6/28/84,151.64,153.07,151.62,152.84,43144444
6/29/84,152.84,154.08,152.82,153.18,50427778
7/2/84,153.16,153.22,152.44,153.2,38461111
7/3/84,153.2,153.86,153.1,153.7,38866667
7/5/84,153.7,153.87,152.71,152.76,36722222
7/6/84,152.76,152.76,151.63,152.24,36583333
7/9/84,152.24,153.53,151.44,153.36,41572222
7/10/84,153.36,153.53,152.57,152.89,41116667
7/11/84,152.89,152.89,150.55,150.56,49744444
7/12/84,150.56,151.06,149.63,150.03,47805556
7/13/84,150.03,151.16,150.03,150.88,41933333
7/16/84,150.88,151.6,150.01,151.6,40788889
7/17/84,151.6,152.6,151.26,152.38,46050000
7/18/84,152.38,152.38,151.11,151.4,42577778
7/19/84,151.4,151.4,150.27,150.37,47350000
7/20/84,150.37,150.58,149.07,149.55,43938889
7/23/84,149.55,149.55,147.85,148.95,43327778
7/24/84,148.95,149.28,147.78,147.82,41316667
7/25/84,147.82,149.3,147.26,148.83,50288889
7/26/84,148.83,150.16,148.83,150.08,50227778
7/27/84,150.08,151.38,149.99,151.19,56305556
7/30/84,151.19,151.19,150.14,150.19,40183333
7/31/84,150.19,150.77,149.65,150.66,48283333
8/1/84,150.66,154.08,150.66,154.08,70833333
8/2/84,154.08,157.99,154.08,157.99,96000000
8/3/84,160.28,162.56,158,162.35,131388889
8/6/84,162.35,165.27,162.09,162.6,112777778
8/7/84,162.6,163.58,160.81,162.72,71055556
8/8/84,162.71,163.87,161.75,161.75,67333333
8/9/84,161.75,165.88,161.47,165.54,72833333
8/10/84,165.54,168.59,165.24,165.42,95000000
8/13/84,164.84,165.49,163.98,165.43,43311111
8/14/84,165.43,166.09,164.28,164.42,45261111
8/15/84,164.42,164.42,162.75,162.8,51044444
8/16/84,162.8,164.42,162.75,163.77,52005556
8/17/84,164.3,164.61,163.78,164.14,39722222
8/20/84,164.14,164.94,163.76,164.94,41916667
8/21/84,164.94,168.22,164.93,167.83,71166667
8/22/84,167.83,168.8,166.92,167.06,64444444
8/23/84,167.06,167.78,166.61,167.12,46183333
8/24/84,167.12,167.52,167.12,167.51,38688889
8/27/84,167.51,167.51,165.81,166.44,32033333
8/28/84,166.44,167.43,166.21,167.4,39200000
8/29/84,167.4,168.21,167.03,167.09,50366667
8/30/84,167.1,167.19,166.55,166.6,39355556
8/31/84,166.6,166.68,165.78,166.68,31922222
9/4/84,166.68,166.68,164.73,164.88,34505556
9/5/84,164.88,164.88,163.84,164.29,38472222
9/6/84,164.29,165.95,164.29,165.65,51066667
9/7/84,165.65,166.31,164.22,164.37,46727778
9/10/84,164.37,165.05,163.06,164.26,41338889
9/11/84,165.22,166.17,164.28,164.45,56277778
9/12/84,164.45,164.81,164.14,164.68,43322222
9/13/84,164.68,167.94,164.68,167.94,61388889
9/14/84,167.94,169.65,167.94,168.78,76333333
9/17/84,168.78,169.37,167.99,168.87,49327778
9/18/84,168.87,168.87,167.64,167.65,59833333
9/19/84,167.65,168.76,166.89,166.94,66611111
9/20/84,166.94,167.47,166.7,167.47,51127778
9/21/84,167.47,168.67,165.66,165.67,67000000
9/24/84,165.67,166.12,164.98,165.28,42433333
9/25/84,165.28,165.97,164.45,165.62,47916667
9/26/84,165.62,167.2,165.61,166.28,55666667
9/27/84,166.75,167.18,166.33,166.96,49377778
9/28/84,166.96,166.96,165.77,166.1,43861111
10/1/84,166.1,166.1,164.48,164.62,40905556
10/2/84,164.62,165.24,163.55,163.59,49644444
10/3/84,163.59,163.59,162.2,162.44,51333333
10/4/84,162.44,163.22,162.44,162.92,42611111
10/5/84,162.92,163.32,162.51,162.68,46083333
10/8/84,162.68,162.68,161.8,162.13,25755556
10/9/84,162.13,162.84,161.62,161.67,42688889
10/10/84,161.67,162.12,160.02,162.11,52372222
10/11/84,162.11,162.87,162,162.78,48344444
10/12/84,162.78,164.47,162.78,164.18,51216667
10/15/84,164.18,166.15,164.09,165.77,48661111
10/16/84,165.78,165.78,164.66,164.78,46072222
10/17/84,164.78,165.04,163.71,164.14,55411111
10/18/84,164.14,168.1,163.8,168.1,83055556
10/19/84,168.08,169.62,167.31,167.96,103833333
10/22/84,167.96,168.36,167.26,167.36,45011111
10/23/84,167.36,168.27,166.83,167.09,51255556
10/24/84,167.09,167.54,166.82,167.2,50900000
10/25/84,167.2,167.62,166.17,166.31,51533333
10/26/84,166.31,166.31,164.93,165.29,46611111
10/29/84,165.29,165.29,164.67,164.78,35111111
10/30/84,164.78,167.33,164.78,166.84,52888889
10/31/84,166.74,166.95,165.99,166.09,51050000
11/1/84,166.09,167.83,166.09,167.49,59611111
11/2/84,167.49,167.95,167.24,167.42,53783333
11/5/84,167.42,168.65,167.33,168.58,47072222
11/6/84,168.58,170.41,168.58,170.41,56222222
11/7/84,170.41,170.41,168.44,169.17,61555556
11/8/84,169.19,169.27,168.27,168.68,49211111
11/9/84,168.68,169.46,167.44,167.6,46455556
11/12/84,167.65,167.65,166.67,167.36,30894444
11/13/84,167.36,167.38,165.79,165.97,38772222
11/14/84,165.97,166.43,165.39,165.99,41077778
11/15/84,165.99,166.49,165.61,165.89,45294444
11/16/84,165.89,166.24,164.09,164.1,46188889
11/19/84,164.1,164.34,163.03,163.09,38738889
11/20/84,163.1,164.47,163.1,164.18,46244444
11/21/84,164.18,164.68,163.29,164.51,45344444
11/23/84,164.52,166.92,164.52,166.92,41061111
11/26/84,166.92,166.92,165.37,165.55,42511111
11/27/84,165.55,166.85,165.07,166.29,53038889
11/28/84,166.29,166.9,164.97,165.02,47944444
11/29/84,165.02,165.02,163.78,163.91,42144444
11/30/84,163.91,163.91,162.99,163.58,43100000
12/3/84,163.58,163.58,162.29,162.82,52944444
12/4/84,162.82,163.91,162.82,163.38,45138889
12/5/84,163.38,163.4,161.93,162.1,49277778
12/6/84,162.1,163.11,161.76,162.76,53644444
12/7/84,162.76,163.31,162.26,162.26,45000000
12/10/84,162.26,163.32,161.54,162.83,45077778
12/11/84,162.83,163.18,162.56,163.07,44577778
12/12/84,163.07,163.18,162.55,162.63,43727778
12/13/84,162.63,162.92,161.54,161.81,44916667
12/14/84,161.81,163.53,161.63,162.69,52811111
12/17/84,162.69,163.63,162.44,163.61,49716667
12/18/84,163.61,168.11,163.61,168.11,93888889
12/19/84,168.11,169.03,166.84,167.16,77555556
12/20/84,167.16,167.58,166.29,166.38,51788889
12/21/84,166.34,166.38,164.62,165.51,56222222
12/24/84,165.51,166.93,165.5,166.76,30861111
12/26/84,166.76,166.76,166.29,166.47,25944444
12/27/84,166.47,166.5,165.62,165.75,38944444
12/28/84,165.75,166.32,165.67,166.26,42816667
12/31/84,166.26,167.34,166.06,167.24,44588889
1/2/85,167.2,167.2,165.19,165.37,37677778
1/3/85,165.37,166.11,164.38,164.57,49377778
1/4/85,164.55,164.55,163.36,163.68,43044444
1/7/85,163.68,164.71,163.68,164.24,47883333
1/8/85,164.24,164.59,163.91,163.99,51172222
1/9/85,163.99,165.57,163.99,165.18,55127778
1/10/85,165.18,168.31,164.99,168.31,69277778
1/11/85,168.31,168.72,167.58,167.91,59777778
1/14/85,167.91,170.55,167.58,170.51,69388889
1/15/85,170.51,171.82,170.4,170.81,86277778
1/16/85,170.81,171.94,170.41,171.19,75277778
1/17/85,171.19,171.34,170.22,170.73,63111111
1/18/85,170.73,171.42,170.66,171.32,58166667
1/21/85,171.32,175.45,171.31,175.23,81555556
1/22/85,175.23,176.63,175.14,175.48,97111111
1/23/85,175.48,177.3,175.15,177.3,80222222
1/24/85,177.3,178.16,176.56,176.71,89277778
1/25/85,176.71,177.75,176.54,177.35,68000000
1/28/85,177.35,178.19,176.56,177.4,71333333
1/29/85,177.4,179.19,176.58,179.18,64277778
1/30/85,179.18,180.27,179.05,179.39,94444444
1/31/85,179.39,179.83,178.56,179.63,73611111
2/1/85,179.63,179.63,178.44,178.63,58555556
2/4/85,178.63,180.35,177.75,180.35,63166667
2/5/85,180.35,181.53,180.07,180.61,79944444
2/6/85,180.61,181.5,180.32,180.43,78333333
2/7/85,180.43,181.96,180.43,181.82,84277778
2/8/85,181.82,182.39,181.67,182.19,64722222
2/11/85,182.19,182.19,180.11,180.51,57777778
2/12/85,180.51,180.75,179.45,180.56,61722222
2/13/85,180.56,183.86,180.5,183.35,79166667
2/14/85,183.35,183.95,182.39,182.41,77611111
2/15/85,182.41,182.65,181.23,181.6,59166667
2/19/85,181.6,181.61,180.95,181.33,50222222
2/20/85,181.33,182.1,180.64,181.18,65666667
2/21/85,181.18,181.18,180.02,180.19,57777778
2/22/85,180.19,180.41,179.23,179.36,52044444
2/25/85,179.36,179.36,178.13,179.23,49855556
2/26/85,179.23,181.58,179.16,181.17,63444444
2/27/85,181.17,181.87,180.5,180.71,59833333
2/28/85,180.71,181.21,180.33,181.18,55944444
3/1/85,181.18,183.89,181.16,183.23,77722222
3/4/85,183.23,183.41,181.4,182.06,56722222
3/5/85,182.06,182.65,181.42,182.23,64666667
3/6/85,182.23,182.25,180.59,180.65,64944444
3/7/85,180.65,180.65,179.44,179.51,62277778
3/8/85,179.51,179.97,179.07,179.1,53550000
3/11/85,179.1,179.46,178.15,178.79,46727778
3/12/85,178.79,180.14,178.7,179.66,51577778
3/13/85,179.66,179.96,178.02,178.19,56500000
3/14/85,178.19,178.53,177.61,177.84,57444444
3/15/85,177.84,178.41,176.53,176.53,58444444
3/18/85,176.53,177.66,176.53,176.88,52233333
3/19/85,176.88,179.56,176.87,179.54,66222222
3/20/85,179.54,179.78,178.79,179.08,59722222
3/21/85,179.08,180.22,178.89,179.35,53294444
3/22/85,179.35,179.92,178.86,179.04,55138889
3/25/85,179.04,179.04,177.85,177.97,41133333
3/26/85,177.97,178.86,177.88,178.43,49961111
3/27/85,178.43,179.8,178.43,179.54,56111111
3/28/85,179.54,180.6,179.43,179.54,55433333
3/29/85,179.54,180.66,179.54,180.66,56333333
4/1/85,180.66,181.27,180.43,181.27,49944444
4/2/85,181.27,181.86,180.28,180.53,56500000
4/3/85,180.53,180.53,178.64,179.11,53044444
4/4/85,179.11,179.13,178.29,179.03,48283333
4/8/85,179.03,179.46,177.86,178.03,44422222
4/9/85,178.03,178.67,177.97,178.21,46655556
4/10/85,178.21,179.9,178.21,179.42,60111111
4/11/85,179.42,180.91,179.42,180.19,60222222
4/12/85,180.19,180.55,180.06,180.54,47900000
4/15/85,180.54,181.15,180.45,180.92,44811111
4/16/85,180.92,181.78,180.19,181.2,54711111
4/17/85,181.2,181.91,181.14,181.68,53344444
4/18/85,181.68,182.56,180.75,180.84,55888889
4/19/85,180.84,181.25,180.42,181.11,45061111
4/22/85,181.11,181.23,180.25,180.7,44405556
4/23/85,180.7,181.97,180.34,181.88,60500000
4/24/85,181.88,182.27,181.74,182.26,55333333
4/25/85,182.26,183.43,182.12,183.43,60333333
4/26/85,183.43,183.61,182.11,182.18,48094444
4/29/85,182.18,182.34,180.62,180.63,49366667
4/30/85,180.63,180.63,178.86,179.83,62111111
5/1/85,179.83,180.04,178.35,178.37,56444444
5/2/85,178.37,179.01,178.37,179.01,59833333
5/3/85,179.01,180.3,179.01,180.08,52705556
5/6/85,180.08,180.56,179.82,179.99,47583333
5/7/85,179.99,181.09,179.87,180.76,55666667
5/8/85,180.76,180.76,179.96,180.62,56277778
5/9/85,180.62,181.97,180.62,181.92,61666667
5/10/85,181.92,184.74,181.92,184.28,77944444
5/13/85,184.28,184.61,184.19,184.61,47683333
5/14/85,184.61,185.17,183.65,183.87,54088889
5/15/85,183.87,185.43,183.86,184.54,58944444
5/16/85,184.54,185.74,184.54,185.66,55233333
5/17/85,185.66,187.94,185.47,187.42,69222222
5/20/85,187.42,189.98,187.42,189.72,81277778
5/21/85,189.72,189.81,188.78,189.64,72333333
5/22/85,189.64,189.64,187.71,188.56,56333333
5/23/85,188.56,188.56,187.45,187.6,56111111
5/24/85,187.6,188.29,187.29,188.29,47761111
5/28/85,188.29,188.94,187.38,187.86,50333333
5/29/85,187.86,187.86,187.11,187.68,53633333
5/30/85,187.68,188.04,187.09,187.75,60166667
5/31/85,187.75,189.59,187.45,189.55,74500000
6/3/85,189.55,190.36,188.93,189.32,69444444
6/4/85,189.32,190.27,188.88,190.04,64111111
6/5/85,190.04,191.02,190.04,190.16,79944444
6/6/85,189.75,191.06,189.13,191.06,65111111
6/7/85,191.06,191.29,189.55,189.68,55350000
6/10/85,189.68,189.68,188.82,189.51,48855556
6/11/85,189.51,189.61,188.78,189.04,56722222
6/12/85,189.04,189.04,187.59,187.61,54277778
6/13/85,187.61,187.61,185.03,185.33,59444444
6/14/85,185.33,187.1,185.33,187.1,51716667
6/17/85,187.1,187.1,185.98,186.53,45650000
6/18/85,186.53,187.65,186.51,187.34,59388889
6/19/85,187.34,187.98,186.63,186.63,60166667
6/20/85,186.63,186.74,185.97,186.73,48611111
6/21/85,186.73,189.66,186.43,189.61,69666667
6/24/85,188.77,189.61,187.84,189.15,53355556
6/25/85,189.15,190.96,189.15,189.74,64277778
6/26/85,189.74,190.26,189.44,190.06,52294444
6/27/85,190.06,191.36,190.06,191.23,59277778
6/28/85,191.23,191.85,191.04,191.85,58444444
7/1/85,191.85,192.43,191.17,192.43,53377778
7/2/85,192.43,192.63,191.84,192.01,61722222
7/3/85,192.01,192.08,191.37,191.45,54672222
7/5/85,191.45,192.67,191.45,192.52,34694444
7/8/85,192.47,192.52,191.26,191.93,46483333
7/9/85,191.93,191.93,190.81,191.05,55033333
7/10/85,191.05,192.37,190.99,192.37,60111111
7/11/85,192.37,192.95,192.28,192.94,68222222
7/12/85,192.94,193.32,192.64,193.29,66833333
7/15/85,193.29,193.84,192.55,192.72,57722222
7/16/85,192.72,194.72,192.72,194.72,73611111
7/17/85,194.86,196.07,194.72,195.65,88833333
7/18/85,195.65,195.65,194.34,194.38,73000000
7/19/85,194.38,195.13,194.28,195.13,63777778
7/22/85,195.13,195.13,193.58,194.35,51966667
7/23/85,194.35,194.98,192.28,192.55,79777778
7/24/85,192.55,192.55,190.66,191.58,71444444
7/25/85,191.58,192.23,191.17,192.06,68500000
7/26/85,192.06,192.78,191.58,192.4,59444444
7/29/85,192.4,192.42,189.53,189.6,53311111
7/30/85,189.62,190.05,189.3,189.93,56833333
7/31/85,189.93,191.33,189.93,190.92,69000000
8/1/85,190.92,192.17,190.91,192.11,67500000
8/2/85,192.11,192.11,191.27,191.48,48811111
8/5/85,191.48,191.48,189.95,190.62,44227778
8/6/85,190.62,190.72,187.87,187.93,57777778
8/7/85,187.93,187.93,187.39,187.68,55555556
8/8/85,187.68,188.96,187.68,188.95,57166667
8/9/85,188.95,189.05,188.11,188.32,45416667
8/12/85,188.32,188.32,187.43,187.63,42966667
8/13/85,187.63,188.15,186.51,187.3,44611111
8/14/85,187.3,187.87,187.3,187.41,47655556
8/15/85,187.41,187.74,186.62,187.26,47833333
8/16/85,187.26,187.26,186.1,186.1,48838889
8/19/85,186.1,186.82,186.1,186.38,37738889
8/20/85,186.38,188.27,186.38,188.08,50683333
8/21/85,188.08,189.16,188.08,189.16,52711111
8/22/85,189.11,189.23,187.2,187.36,50333333
8/23/85,187.22,187.35,186.59,187.17,41816667
8/26/85,187.17,187.44,186.46,187.31,39050000
8/27/85,187.31,188.1,187.31,188.1,45633333
8/28/85,188.1,188.83,187.9,188.83,49183333
8/29/85,188.73,188.94,188.38,188.93,47588889
8/30/85,188.93,189.13,188,188.63,45344444
9/3/85,188.63,188.63,187.38,187.91,45105556
9/4/85,187.91,187.92,186.97,187.37,47505556
9/5/85,187.37,187.52,186.89,187.27,52488889
9/6/85,187.27,188.43,187.27,188.24,52800000
9/9/85,188.24,188.8,187.9,188.25,49916667
9/10/85,188.25,188.26,186.5,186.9,58166667
9/11/85,186.9,186.9,184.79,185.03,55777778
9/12/85,185.03,185.21,183.49,183.69,59500000
9/13/85,183.69,184.19,182.05,182.91,61888889
9/16/85,182.91,182.91,182.45,182.88,37055556
9/17/85,182.88,182.88,180.78,181.36,62166667
9/18/85,181.36,181.83,180.81,181.71,58722222
9/19/85,181.71,183.4,181.71,183.39,55722222
9/20/85,183.39,183.99,182.04,182.05,56333333
9/23/85,182.05,184.65,182.05,184.3,58222222
9/24/85,184.3,184.3,182.42,182.62,54372222
9/25/85,182.62,182.62,180.62,180.66,51177778
9/26/85,180.66,181.29,179.45,181.29,58944444
9/30/85,181.3,182.08,181.22,182.08,57555556
10/1/85,182.06,185.08,182.02,185.07,72333333
10/2/85,185.07,185.94,184.06,184.06,81833333
10/3/85,184.06,185.17,183.59,184.36,70833333
10/4/85,184.36,184.36,182.65,183.22,56222222
10/7/85,183.22,183.22,181.3,181.87,53083333
10/8/85,181.87,182.3,181.16,181.87,53983333
10/9/85,181.87,183.27,181.87,182.52,55077778
10/10/85,182.52,182.79,182.05,182.78,50505556
10/11/85,182.78,184.28,182.61,184.28,53538889
10/14/85,184.31,186.37,184.28,186.37,43633333
10/15/85,186.37,187.16,185.66,186.08,61333333
10/16/85,186.08,187.98,186.08,187.98,65222222
10/17/85,187.98,188.52,187.42,187.66,78055556
10/18/85,187.66,188.11,186.89,187.04,59500000
10/21/85,187.04,187.3,186.79,186.96,53155556
10/22/85,186.96,188.56,186.96,188.04,61833333
10/23/85,188.04,189.09,188.04,189.09,67611111
10/24/85,189.09,189.45,188.41,188.5,68388889
10/25/85,188.5,188.51,187.32,187.52,56555556
10/28/85,187.52,187.76,186.93,187.76,54377778
10/29/85,187.76,189.78,187.76,189.23,61444444
10/30/85,189.23,190.09,189.14,190.07,66888889
10/31/85,190.07,190.15,189.35,189.82,67500000
11/1/85,189.82,191.53,189.37,191.53,71888889
11/4/85,191.45,191.96,190.66,191.25,58277778
11/5/85,191.25,192.43,190.99,192.37,66222222
11/6/85,192.37,193.01,191.83,192.76,71944444
11/7/85,192.78,192.96,192.16,192.62,66111111
11/8/85,192.62,193.97,192.53,193.72,63888889
11/11/85,193.72,197.29,193.7,197.28,70277778
11/12/85,197.28,198.66,196.97,198.08,94888889
11/13/85,198.08,198.11,196.91,197.1,60944444
11/14/85,197.1,199.19,196.88,199.06,69388889
11/15/85,199.06,199.58,197.9,198.11,72333333
11/18/85,198.11,198.71,197.51,198.71,60222222
11/19/85,198.71,199.52,198.01,198.67,70055556
11/20/85,198.67,199.2,198.52,198.99,58388889
11/21/85,198.99,201.43,198.99,201.41,83500000
11/22/85,201.41,202.01,201.05,201.52,74333333
11/25/85,201.52,201.52,200.08,200.35,50950000
11/26/85,200.35,201.16,200.11,200.67,68388889
11/27/85,200.67,202.65,200.67,202.54,79833333
11/29/85,202.54,203.4,201.92,202.17,46700000
12/2/85,202.17,202.19,200.2,200.46,57500000
12/3/85,200.46,200.98,200.1,200.86,60944444
12/4/85,200.86,204.23,200.86,204.23,85111111
12/5/85,204.23,205.86,203.79,203.88,100555556
12/6/85,203.88,203.88,202.45,202.99,69722222
12/9/85,202.99,204.65,202.98,204.25,80000000
12/10/85,204.25,205.16,203.68,204.39,86944444
12/11/85,204.39,206.68,204.17,206.31,99166667
12/12/85,206.31,207.65,205.83,206.73,94722222
12/13/85,206.73,210.31,206.73,209.94,98833333
12/16/85,209.94,213.08,209.91,212.02,97777778
12/17/85,212.02,212.45,210.58,210.65,86222222
12/18/85,210.65,211.23,209.24,209.81,76611111
12/19/85,209.81,210.13,209.25,210.02,72333333
12/20/85,210.02,211.77,210.02,210.94,94611111
12/23/85,210.57,210.94,208.44,208.57,59944444
12/24/85,208.57,208.57,206.44,207.14,43500000
12/26/85,207.14,207.76,207.05,207.65,34472222
12/27/85,207.65,209.62,207.65,209.61,45311111
12/30/85,209.61,210.7,209.17,210.68,51094444
12/31/85,210.68,211.61,210.68,211.28,62611111
1/2/86,211.28,211.28,208.93,209.59,54977778
1/3/86,209.59,210.88,209.51,210.88,58333333
1/6/86,210.88,210.98,209.93,210.65,55338889
1/7/86,210.65,213.8,210.65,213.8,85000000
1/8/86,213.8,214.57,207.49,207.97,100166667
1/9/86,207.97,207.97,204.51,206.11,98055556
1/10/86,206.11,207.33,205.52,205.96,68222222
1/13/86,205.96,206.83,205.52,206.72,60388889
1/14/86,206.72,207.37,206.06,206.64,63277778
1/15/86,206.64,208.27,206.64,208.26,68000000
1/16/86,208.26,209.18,207.61,209.17,72500000
1/17/86,209.17,209.4,207.59,208.43,73388889
1/20/86,208.43,208.43,206.62,207.53,47411111
1/21/86,207.53,207.78,205.05,205.79,71277778
1/22/86,205.79,206.03,203.41,203.49,72888889
1/23/86,203.49,204.43,202.6,204.25,72388889
1/24/86,204.25,206.43,204.25,206.43,71611111
1/27/86,206.43,207.69,206.43,207.39,68277778
1/28/86,207.42,209.82,207.4,209.81,80944444
1/29/86,209.81,212.36,209.81,210.29,107666667
1/30/86,210.29,211.54,209.15,209.33,69611111
1/31/86,209.33,212.42,209.19,211.78,79722222
2/3/86,211.78,214.18,211.6,213.96,80722222
2/4/86,213.96,214.57,210.82,212.79,97611111
2/5/86,212.84,213.03,211.21,212.96,74611111
2/6/86,212.96,214.51,212.6,213.47,81166667
2/7/86,213.47,215.27,211.13,214.56,80222222
2/10/86,214.56,216.24,214.47,216.24,72166667
2/11/86,216.24,216.67,215.54,215.92,78500000
2/12/86,215.92,216.28,215.13,215.97,75777778
2/13/86,215.97,217.41,215.38,217.4,75833333
2/14/86,217.4,219.76,217.22,219.76,86444444
2/18/86,219.76,222.45,219.26,222.45,89000000
2/19/86,222.45,222.96,219.73,219.76,84444444
2/20/86,219.76,222.22,219.22,222.22,77611111
2/21/86,222.22,224.62,222.22,224.62,98666667
2/24/86,224.58,225.29,223.31,224.34,80388889
2/25/86,224.34,224.4,222.63,223.79,82222222
2/26/86,223.72,224.59,223.15,224.04,87777778
2/27/86,224.04,226.88,223.41,226.77,100944444
2/28/86,226.77,227.92,225.42,226.92,106500000
3/3/86,226.92,226.92,224.41,225.42,79277778
3/4/86,225.42,227.33,223.94,224.38,96944444
3/5/86,224.14,224.37,222.18,224.34,85888889
3/6/86,224.39,225.5,224.13,225.13,88333333
3/7/86,225.13,226.33,224.44,225.57,90666667
3/10/86,225.57,226.98,225.36,226.58,72166667
3/11/86,226.58,231.81,226.58,231.69,104055556
3/12/86,231.69,234.7,231.68,232.54,116833333
3/13/86,232.54,233.89,231.27,233.19,95277778
3/14/86,233.19,236.55,232.58,236.55,101055556
3/17/86,236.55,236.55,233.69,234.67,76388889
3/18/86,234.67,236.52,234.14,235.78,82222222
3/19/86,235.78,236.52,235.13,235.6,83333333
3/20/86,235.6,237.09,235.6,236.54,82222222
3/21/86,236.54,237.35,233.29,233.34,110611111
3/24/86,233.34,235.33,232.92,235.33,79888889
3/25/86,235.33,235.33,233.62,234.72,77388889
3/26/86,234.72,237.79,234.71,237.3,89722222
3/27/86,237.3,240.11,237.3,238.97,98944444
3/31/86,238.97,239.86,238.08,238.9,74666667
4/1/86,238.9,239.1,234.57,235.14,93000000
4/2/86,235.14,235.71,233.4,235.71,80722222
4/3/86,235.71,236.42,232.07,232.47,82333333
4/4/86,232.47,232.56,228.32,228.69,81833333
4/7/86,228.69,228.83,226.3,228.63,72111111
4/8/86,228.63,233.7,228.63,233.52,81277778
4/9/86,233.52,235.57,232.13,233.75,86833333
4/10/86,233.75,236.54,233.75,236.44,102666667
4/11/86,236.44,237.85,235.13,235.97,77444444
4/14/86,235.97,237.48,235.43,237.28,59277778
4/15/86,237.28,238.09,236.64,237.73,68722222
4/16/86,237.73,242.57,237.73,242.22,96555556
4/17/86,242.22,243.36,241.89,243.03,89666667
4/18/86,243.03,243.47,241.74,242.38,85333333
4/21/86,242.38,244.78,241.88,244.74,75611111
4/22/86,244.74,245.47,241.3,242.42,89722222
4/23/86,242.42,242.42,240.08,241.75,83166667
4/24/86,241.75,243.13,241.65,242.02,81444444
4/25/86,242.02,242.8,240.91,242.29,79055556
4/28/86,242.29,243.08,241.23,243.08,68833333
4/29/86,243.08,243.57,239.23,240.51,82666667
4/30/86,240.52,240.52,235.26,235.52,81944444
5/1/86,235.52,236.01,234.21,235.16,81388889
5/2/86,235.16,236.52,234.15,234.79,70166667
5/5/86,234.79,237.73,234.79,237.73,56888889
5/6/86,237.73,238.28,236.26,237.24,67333333
5/7/86,236.56,237.24,233.98,236.08,72166667
5/8/86,236.08,237.96,236.08,237.13,75555556
5/9/86,237.13,238.01,235.85,237.85,76333333
5/12/86,237.85,238.53,237.02,237.58,69666667
5/13/86,237.58,237.87,236.02,236.41,66222222
